"March 3, 2021",https://www.alomoves.com/series/yoga-for-life/workouts/6348,Y,
"July 15, 2021","https://www.alomoves.com/series/float-lab/workouts/11058
https://www.alomoves.com/series/flow-state/workouts/11609
https://www.alomoves.com/series/alo-in-the-wild-red-rocks/workouts/12574
https://www.alomoves.com/series/alo-in-the-wild-new-york/workouts/12908","Y


Y","<< pattys crossover class… i always love love love this one


<< bad teacher. interesting compass pose workshop"
"July 16, 2021",8x sun salutations free flow,,
"July 17, 2021","https://www.alomoves.com/series/standing-sun-salutation/workouts/11663
https://www.alomoves.com/series/elasticity-fascial-conditioning/workouts/8266
https://www.alomoves.com/series/plasticity-fascial-stretching/workouts/8306
https://www.alomoves.com/series/alo-in-the-wild-new-york/workouts/12908
https://www.alomoves.com/series/strong-steady/workouts/5026
https://www.alomoves.com/series/flow-state/workouts/11609
https://www.alomoves.com/series/smooth-free/workouts/4911",,this entire stack is a fantastic light restorative day
"July 18, 2021",8x sun salutation free flow w/ headstand,,
"July 19, 2021","8x sun salutation free flow w/ headstand
inversion free flow w/ headstand",,
"July 20, 2021","8x sun salutation free flow w/ headstand
https://www.alomoves.com/series/flow-state/workouts/11609",,
"July 21, 2021","https://www.alomoves.com/series/handstand-flow/workouts/9669
headstand",,
"July 22, 2021",8x sun salutations free flow w/ additional stretching and headstand,,
"July 23, 2021","8x sun salutations free flow w/ headstand
https://www.alomoves.com/series/flow-state/workouts/11609
https://www.alomoves.com/series/posture-clinic-pigeon-pose/workouts/11596",,
"July 24, 2021",,,
"July 25, 2021",4x sun salutations free flow,,
"July 26, 2021","8x sun salutations free flow w/ stretching
https://www.alomoves.com/series/flow-state/workouts/11609",,
"July 27, 2021",https://www.alomoves.com/series/yoga-for-life/workouts/6344,,
"July 28, 2021",8x sun salutations free flow w/ inversions and headstand,,
"July 29, 2021","8x sun salutations w/ stretches, inversions and headstand
https://www.alomoves.com/series/awaken-your-practice/workouts/12243",,
"July 30, 2021",8x sun salutations free flow w/ headstand,,
"July 31, 2021",https://www.alomoves.com/series/yoga-for-life/workouts/6344,,
"August 1, 2021","8x sun salutations free flow w/ stretching, inversions and handstands",,
"August 2, 2021","8x sun salutations free flow w/ stretching, inversions and handstands",,
"August 3, 2021","3x sun salutations free flow w/ stretching, inversions and handstands",,
"August 4, 2021",1x sun salutation,,
"August 5, 2021","8x sun salutation free flow w/ headstand
Naya’s afternoon energize flow [link here-missing]",,
"August 6, 2021","8x sun salutations free flow w/ stretching and headstand
inversion free flow",,
"August 7, 2021",8x sun salutation free flow w/ stretching inversions and headstand,,
"August 8, 2021",4x sun salutaion free flow,,
"August 9, 2021",https://www.alomoves.com/series/glow-getter/workouts/10741,,
"August 10, 2021","1x sun salutation w/ stretching and headstand
https://www.alomoves.com/series/power10/workouts/6247
8x sun salutation free flow w/ headstand",,
"August 11, 2021",https://www.alomoves.com/series/glow-getter/workouts/10743,,
"August 12, 2021",8x sun salutation free flow w/ stretches and headstand,,
"August 13, 2021",https://www.alomoves.com/series/glow-getter/workouts/10737,,
"August 14, 2021",https://www.alomoves.com/series/glow-getter/workouts/10741,,
"August 15, 2021",8x sun salutation free flow w/ stretches and headstand,,
"August 16, 2021","https://www.alomoves.com/series/glow-getter/workouts/10742
https://www.alomoves.com/series/glow-getter/workouts/10741",,
"August 17, 2021",https://www.alomoves.com/series/glow-getter/workouts/10737,,
"August 18, 2021",4x sun salutation free flow,,
"August 19, 2021",https://www.alomoves.com/series/flow-state/workouts/11609,,
"August 20, 2021",,,
"August 21, 2021",1 sun salutation,,
"August 22, 2021",2 sun salutations,,
"August 23, 2021","3 sun salutations
8 sun salutation free flow w/ stretches, inversions and headstands",,
"August 24, 2021",4 sun salutation free flow,,
"August 25, 2021",4 sun salutation free flow,,
"August 36, 2021",4 sun salutation free flow,,
"August 37, 2021",1 sun salutation,,
"August 28, 2021",16 sun salutation free flow w/ stretches + inversions + headstand,,
"August 39, 2021",4 sun salutations,,
"August 30, 2021","4 sun salutations
4 sun salutation free flow w/ inversions + headstand",,
"August 31, 2021","1 sun salutation
4 sun salutations",,
"September 1, 2021",1 sun salutation,,
"September 3, 2021","1 sun salutation
4 sun salutations",,
"September 3, 2021","https://www.alomoves.com/series/standing-sun-salutation/workouts/11663
https://www.alomoves.com/series/transformative-alignment/workouts/8647
https://www.alomoves.com/series/yoga-for-beginners/workouts/11454
https://www.alomoves.com/series/yoga-strength-basics-for-beginners/workouts/4430",Y,<< dylan simple mobility class focuses on standing up from and sitting down on the ground without using hands. this is an everyday kinda thing
"September 4, 2021","2x surya namskara c, 2x surya namskara b, 2x surya namskara a",,
"September 5, 2021","https://www.alomoves.com/series/feel-good-flows/workouts/11088
https://www.alomoves.com/series/morning-yoga-for-beginners/workouts/8715
https://www.alomoves.com/series/yoga-strength-basics-for-beginners/workouts/4430
https://www.alomoves.com/series/yoga-stretches-for-beginners/workouts/8836",,
"September 6, 2021","4x sun salutations
https://www.alomoves.com/series/yoga-for-beginners/workouts/11453",,
"September 7, 2021","8x sun salutation free flow w/ stretching, inversions, headstand, floor seat to stand no hands mobility",,
"September 8, 2021","8x sun salutation free flow w/ stretching, inversions, headstand",,
"September 9, 2021","8x sun salutation free flow w/ stretching, inversions, headstand",,
"September 10, 2021","1x sun salutation
4x sun salutations",,
"September 11, 2021","16x sun salutation free flow w/ stretching, inversions, headstand",,
"September 12, 2021","8x sun salutation free flow w/ stretching, inversions, headstand",,
"September 13, 2021","12x sun salutation free flow w/ stretching, inversions, headstands
https://www.alomoves.com/series/yoga-for-beginners/workouts/11459

https://www.alomoves.com/series/yoga-for-beginners/workouts/11460

cow face pose

https://blog.alomoves.com/movement/how-to-do-cow-face-pose-yoga-tutorial

https://www.alomoves.com/series/cow-face-pose/workouts/11720

bent-leg supine twist

2 min hold per side

straight-leg suppine twise

2 min hold per side

scorpion

2 min hold per side

12x reps per side

2 min hold per side",,
"September 14, 2021","8x sun salutation free flow w/ stretching, inversions, headstand
https://www.alomoves.com/series/yoga-for-low-back-pain/workouts/10953

cow face pose

https://www.alomoves.com/series/cow-face-pose/workouts/11720

bent-leg supine twist

2 min hold per side

straight-leg suppine twise

2 min hold per side

scorpion

2 min hold per side

12x reps per side

2 min hold per side",,
"September 15, 2021","8x sun salutation free flow w/ stretching, inversions, headstands
https://www.alomoves.com/series/autopilot-off/workouts/7121",Y,<< crazy balance leggy twisty sequence as main bit of ths
"September 16, 2021","8x sun salutations free flow w/ stretching, inversions, headstand. more w/ eyes closed today.",,
"September 17, 2021",1x sun salutation,,
"September 18, 2021",https://www.alomoves.com/series/yoga-for-beginners/workouts/11457,,
"September 19, 2021",1x sun salutation,,
"September 20, 2021","8x sun salutation free flow w/ stretches, inversion, headstand
https://www.alomoves.com/series/stretch-and-de-stress/workouts/12886",,
"September 21, 2021","8x sun salutation free flow w/ stretches, inversion, headstand
4x sun salutation free flow w/ stretches, inversion, headstand",,
"September 22, 2021",108x sun salutations,,
"September 23, 2021","4x sun dalutation free flow
4x sun salutations
floor stretching",,
"September 24, 2021",4x sun salutations,,
"September 25, 2021","morning stack
https://www.alomoves.com/series/rise-flow-morning-yoga/workouts/12882

https://amp.mindbodygreen.com/articles/spinal-waves-backbend-flow

https://www.alomoves.com/series/max-core-challenge/workouts/12863

https://www.alomoves.com/series/alo-in-the-wild-new-york/workouts/12907",Y,<< this mind body green spinal wave class hsa some nice circular moves for the back
"September 26, 2021","https://www.alomoves.com/series/glow-getter/workouts/10747
https://www.alomoves.com/series/grounding-flexibility-flow/workouts/12814","Y
Y","v challenging not my style
fantastic chill 30min stretchies flow"
"September 27, 2021","https://www.alomoves.com/series/handstand-flow/workouts/9669
8x sun salutation free flow w/ stretches and inversions",,
"September 28, 2021",https://www.alomoves.com/series/discover-your-splits/workouts/11761,Y,<< v challenging side plank and hip opening flow — this is tough for me in a way i need
"September 29, 2021","https://www.alomoves.com/series/power-and-chill-yoga/workouts/12224

https://www.alomoves.com/series/yoga-for-athletes/workouts/11192",,"today i learned
i should be doing middle splits overhead side reaches to each side every morning

i should be doing slow on leg balanced circular hip articulation mobility work daily"
"September 30, 2021",https://www.alomoves.com/series/handstand-flow/workouts/9669,,
"October 1, 2021",1x sun salutation,,
"October 2, 2021",1x sun salutation,,
"October 3, 2021","8x sun salutation free flow w/ stretches, inversions, headstand
https://www.alomoves.com/series/beyond-flexibility/workouts/11450",,
"October 4, 2021",1x sun salutation,,
"October 5, 2021","try a lil ashtanga
https://www.alomoves.com/series/ashtanga-step-by-step/workouts/11105

https://www.alomoves.com/series/ashtanga-step-by-step/workouts/11109",Y,<< fantastic simple basics beginning of standing series
"October 6, 2021",https://www.alomoves.com/series/around-the-world/workouts/9809,Y,<< solid beginner 60 min stretchy flow
"October 7, 2021","2x sun salutation As
2x sun salutation Bs
https://www.alomoves.com/series/seven/workouts/10287",Y,<< another solid 60min pat flow: hips and strength
"October 8, 2021","8x sun salutation free flow w/ stretching, inversions, headstand",,
"October 9, 2021",2x sun salutations,,
"October 10, 2021",1x sun salutation,,
"October 11, 2021","2x sun salutations, stretchies free flow
2x sun salutations
https://www.youtube.com/watch?v=Ho9em79_0qg",,
"October 12, 2021","wakeup loosening free flow
https://www.youtube.com/watch?v=eBdfCX5XnX4",,
"October 13, 2021","12x sun salutation free flow w/ stretches, inversions, headstands
8x sun salutation free flow w/ stretches, inversions",,
"October 14, 2021","8x sun salutation free flow w/ stretches, inversions, headstands
4x sun salutation free flow w/ stretches, inversions, headstands",,
"October 15, 2021","4x sun salutation free flow w/ stretches, inversions",,
"October 16, 2021","8x sun salutation free flow w/ stretches, inversions, headstands",,
"October 17, 2021","16x sun salutation free flow w/ stretches, inversions, headstands",,
"October 18, 2021","8x sun salutation free flow w/ stretches, inversions, headstands",,
"October 19, 2021","4x sun salutations
https://www.alomoves.com/series/flow-state/workouts/11609",,
"October 20, 2021",light stretching,,
"October 21, 2021",8x sun salutation free flow,,
"October 22, 2021",light stretching,,
"October 23, 2021",8x sun salutation free flow,,
"October 24, 2021",8x sun salutation free flow,,
"October 25, 2021",light stretching,,
"October 26, 2021",Irene’s modified core power class,,
"October 27, 2021","12x sun salutation free flow w/ stretching, inversions",,
"October 28, 2021",light stretching,,
"October 29, 2021",8x sun salutation free flow w/ headstand,,
"October 30, 2021",https://www.alomoves.com/series/movement-therapy/workouts/9715,Y,<<yoooo dope dylan mobility flow. fast and fun. 20mins
"October 31, 2021","4x sun salutation As, 4x sun salutation Bs",,
"November 1, 2021","2x sun salutation As, 2x sun salutation Bs, stretching, inversions, headstand free flow
https://www.alomoves.com/series/beginner-flow-foundations/workouts/11014
https://www.alomoves.com/series/go-with-the-flow/workouts/9540",Y,"<< not sexy, but challenging in the right ways for me"
"November 2, 2021","8x sun salutation free flow w/ inversions, stretches, handstand
https://www.alomoves.com/series/alo-in-the-wild-red-rocks/workouts/12564

https://www.alomoves.com/series/shoulder-release/workouts/13002",,
"November 3, 2021","2x sun salutations
https://www.alomoves.com/series/movement-therapy/workouts/9715",,
"November 4, 2021","https://www.alomoves.com/series/movement-therapy/workouts/9715
https://www.alomoves.com/series/yoga-strength-basics-for-beginners/workouts/4430",,
"November 5, 2021",2x sun salutations,,
"November 6, 2021",static stretches,,
"November 7, 2021",2x sun salutations,,
"November 8, 2021","8x sun salutations
https://www.alomoves.com/series/hip-mobility-flow/workouts/11051",,
"November 9, 2021",8x sun salutation free flow,,
"November 10, 2021",8x sun salutation free flow,,
"November 11, 2021",2x sun salutations,,
"November 12, 2021",8x sun salutation free flow,,
"November 13, 2021",8x sun salutation free flow,,
"November 14, 2021",12x sun salutation free flow,,
"November 15, 2021",12x sun salutation free flow,,
"November 16, 2021","4x sun salutation free flow
45 mins seated hip & hamstring stretches",,
"November 17, 2021",12x sun salutation free flow,,
"November 18, 2021",https://www.alomoves.com/series/unwind-lucid-spine-restorative-yoga/workouts/13175,,
"November 19, 2021",static stretches,,
"November 20, 2021",static stretches,,
"November 21, 2021",,,
"November 22, 2021",,,
"November 23, 2021",,,
"November 24, 2021",,,
"November 25, 2021",,,
"November 26, 2021",,,
"November 27, 2021",static stretches,,
"November 28, 2021",static stretches,,
"November 29, 2021",1x sun salutation,,
"November 30, 2021","https://www.alomoves.com/series/standing-sun-salutation/workouts/11663
https://www.alomoves.com/series/standing-sun-salutation/workouts/11663",Y,solid simple no arms sunnies flow
"December 1, 2021",https://www.alomoves.com/series/standing-sun-salutation/workouts/11663,,
"December 2, 2021","hands free free flow
https://www.alomoves.com/series/standing-sun-salutation/workouts/11663",,
"December 3, 2021",,,
"December 4, 2021",,,
"December 5, 2021",1x hands free sun salutation,,
"December 6, 2021",4x hands free sun salutations + 4x awakening yoga sun salutations,,
"December 7, 2021",no hands sun salutation + awakening yoga free flow,,
"December 8, 2021",https://www.alomoves.com/series/awaken/workouts/10551,Y,"solid, simple no arms quiet and slow exploration with a weird teacher lady"
"December 9, 2021","https://www.alomoves.com/series/morning-sunrise/workouts/11969
https://www.alomoves.com/series/hands-free-stability-power/workouts/12005
no hands free flow",Y,dope dope dope hands free stability and power. quick and simple and fun 1 leg squat and balance sequences
"December 10, 2021",no hands free flow,,
"December 11, 2021",,,
"December 12, 2021",,,
"December 13, 2021",no hands free flow,,
"December 14, 2021",https://www.alomoves.com/series/hands-free-yoga/workouts/12341,Y,"solid, simple hands free. not much of a flow but a lot of good postures"
"December 15, 2021",https://www.alomoves.com/series/post-gym-yoga/workouts/11137,Y,"quiet, hands free stretches"
"December 16, 2021",,,
"December 17, 2021",,,
"December 18, 2021",,,
"December 19, 2021",,,
"December 20, 2021","https://www.alomoves.com/series/standing-sun-salutation/workouts/11663
https://www.alomoves.com/series/awaken-your-practice/workouts/11807",Y,
"December 21, 2021",108 hands free sun salutations w/ balance poses,,
"December 22, 2021",https://www.alomoves.com/series/seven/workouts/10295,Y,bruh such a fun hands free balance flow
"December 23, 2021","no hands sun salutation free flow
https://www.alomoves.com/series/classic-hip-openers/workouts/8893",,
"December 24, 2021",,,
"December 25, 2021",,,
"December 26, 2021",,,
"December 27, 2021",,,
"December 28, 2021",60 min heated vinyasa flow @ love yoga whitefish,,live in person class at love yoga in whitefish montana
"December 29, 2021",https://www.alomoves.com/series/classic-26/workouts/11149,Y,bikram kinda flow
"December 30, 2021","60 min heated vinyasa flow @ love yoga whitefish
60 min heated vinyasa flow @ love yoga whitefish",,
"December 31, 2021","60 min heated vinyasa flow @ love yoga whitefish
60 min heated buti flow @ love yoga whitefish",,